127.0.0.1 - - [15/Nov/2020:10:05:02 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/ HTTP/1.1" 200 23201
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/toaster/toastr.min.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 6454
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/select2/css/select2.min.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 15181
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/jvectormap/jquery-jvectormap-2.0.3.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 6769
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/flag-icons/css/flag-icon.min.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 33688
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/ladda/ladda.min.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 9278
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/nprogress/nprogress.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 1644
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/daterangepicker/daterangepicker.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 9274
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/css/fashi.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 3636
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/css/sleek.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 317937
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/fontawesome/css/font-awesome.min.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 31000
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/plugins/jquery/jquery.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 86661
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:03 +0700] "GET /ecommerce/template/admin/assets/css/bootstrap.min.css;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 140936
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/bootstrap/js/bootstrap.bundle.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 70814
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/toaster/toastr.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 5253
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/charts/Chart.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 160680
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/ladda/ladda.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 5048
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/ladda/spin.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 4098
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/slimscrollbar/jquery.slimscroll.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 4739
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/jquery-mask-input/jquery.mask.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 8204
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/jvectormap/jquery-jvectormap-2.0.3.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 57117
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/select2/js/select2.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 67940
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/daterangepicker/moment.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 51638
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/daterangepicker/daterangepicker.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 65513
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/jekyll-search.min.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 6220
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/plugins/jvectormap/jquery-jvectormap-world-mill.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 112167
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/js/sleek.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 7377
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/js/chart.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 82781
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/images/danhsachsanpham.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/images/danhsachhoadon.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/js/map.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 6270
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/js/date-range.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 7445
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/admin/assets/js/custom.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 7718
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:04 +0700] "GET /ecommerce/template/pagination/jquery.twbsPagination.js;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 12338
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:05 +0700] "GET /assets/data/search.json HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:05 +0700] "GET /ecommerce/template/admin/assets/img/favicon.png;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 1787
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/view/admin/product/list-product.jsp;jsessionid=D0F10D440E45F56489DDD3D76EA52164 HTTP/1.1" 200 28221
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/select2/css/select2.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/fontawesome/css/font-awesome.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/toaster/toastr.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/jvectormap/jquery-jvectormap-2.0.3.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/ladda/ladda.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/nprogress/nprogress.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/flag-icons/css/flag-icon.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/daterangepicker/daterangepicker.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/css/bootstrap.min.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/css/sleek.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/css/fashi.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/jquery/jquery.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/toaster/toastr.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/bootstrap/js/bootstrap.bundle.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/select2/js/select2.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/charts/Chart.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [15/Nov/2020:10:05:07 +0700] "GET /ecommerce/template/admin/assets/plugins/jquery-mask-input/jquery.mask.min.js HTTP/1.1" 304 -
